"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo","min_tupy","max_tupy","min_ostry","max_ostry","export_dwh"
"CS","INTERVAL",7700,"420417420417000","<417; 417>","417","1900-01-01","9999-09-09",,,417,417,
"CS","INTERVAL",7700,"420418420418000","<418; 418>","418","1900-01-01","9999-09-09",,,418,418,
"CS","INTERVAL",7700,"420419420419000","<419; 419>","419","1900-01-01","9999-09-09",,,419,419,
"CS","INTERVAL",7700,"420420420420000","<420; 420>","420","1900-01-01","9999-09-09",,,420,420,
"CS","INTERVAL",7700,"420421420421000","<421; 421>","421","1900-01-01","9999-09-09",,,421,421,
"CS","INTERVAL",7700,"420422420422000","<422; 422>","422","1900-01-01","9999-09-09",,,422,422,
"CS","INTERVAL",7700,"420423420423000","<423; 423>","423","1900-01-01","9999-09-09",,,423,423,
"CS","INTERVAL",7700,"420424420424000","<424; 424>","424","1900-01-01","9999-09-09",,,424,424,
"CS","INTERVAL",7700,"420425420425000","<425; 425>","425","1900-01-01","9999-09-09",,,425,425,
"CS","INTERVAL",7700,"420426420426000","<426; 426>","426","1900-01-01","9999-09-09",,,426,426,
"CS","INTERVAL",7700,"420427420427000","<427; 427>","427","1900-01-01","9999-09-09",,,427,427,
"CS","INTERVAL",7700,"420428420428000","<428; 428>","428","1900-01-01","9999-09-09",,,428,428,
"CS","INTERVAL",7700,"420429420429000","<429; 429>","429","1900-01-01","9999-09-09",,,429,429,
"CS","INTERVAL",7700,"420430420430000","<430; 430>","430","1900-01-01","9999-09-09",,,430,430,
"CS","INTERVAL",7700,"420431420431000","<431; 431>","431","1900-01-01","9999-09-09",,,431,431,
"CS","INTERVAL",7700,"420432420432000","<432; 432>","432","1900-01-01","9999-09-09",,,432,432,
"CS","INTERVAL",7700,"420433420433000","<433; 433>","433","1900-01-01","9999-09-09",,,433,433,
"CS","INTERVAL",7700,"420434420434000","<434; 434>","434","1900-01-01","9999-09-09",,,434,434,
"CS","INTERVAL",7700,"420435420435000","<435; 435>","435","1900-01-01","9999-09-09",,,435,435,
"CS","INTERVAL",7700,"420436420436000","<436; 436>","436","1900-01-01","9999-09-09",,,436,436,
"CS","INTERVAL",7700,"420437420437000","<437; 437>","437","1900-01-01","9999-09-09",,,437,437,
"CS","INTERVAL",7700,"420438420438000","<438; 438>","438","1900-01-01","9999-09-09",,,438,438,
"CS","INTERVAL",7700,"420439420439000","<439; 439>","439","1900-01-01","9999-09-09",,,439,439,
"CS","INTERVAL",7700,"420440420440000","<440; 440>","440","1900-01-01","9999-09-09",,,440,440,
"CS","INTERVAL",7700,"420441420441000","<441; 441>","441","1900-01-01","9999-09-09",,,441,441,
"CS","INTERVAL",7700,"420442420442000","<442; 442>","442","1900-01-01","9999-09-09",,,442,442,
"CS","INTERVAL",7700,"420443420443000","<443; 443>","443","1900-01-01","9999-09-09",,,443,443,
"CS","INTERVAL",7700,"420444420444000","<444; 444>","444","1900-01-01","9999-09-09",,,444,444,
"CS","INTERVAL",7700,"420445420445000","<445; 445>","445","1900-01-01","9999-09-09",,,445,445,
"CS","INTERVAL",7700,"420446420446000","<446; 446>","446","1900-01-01","9999-09-09",,,446,446,
"CS","INTERVAL",7700,"420447420447000","<447; 447>","447","1900-01-01","9999-09-09",,,447,447,
"CS","INTERVAL",7700,"420448420448000","<448; 448>","448","1900-01-01","9999-09-09",,,448,448,
"CS","INTERVAL",7700,"420449420449000","<449; 449>","449","1900-01-01","9999-09-09",,,449,449,
"CS","INTERVAL",7700,"420450420450000","<450; 450>","450","1900-01-01","9999-09-09",,,450,450,
"CS","INTERVAL",7700,"420450620900000","<450; 900)","450 až 900 (více nebo rovno 450 a méně než 900)","1900-01-01","9999-09-09",,900,450,,
"CS","INTERVAL",7700,"420451420451000","<451; 451>","451","1900-01-01","9999-09-09",,,451,451,
"CS","INTERVAL",7700,"420452420452000","<452; 452>","452","1900-01-01","9999-09-09",,,452,452,
"CS","INTERVAL",7700,"420453420453000","<453; 453>","453","1900-01-01","9999-09-09",,,453,453,
"CS","INTERVAL",7700,"420454420454000","<454; 454>","454","1900-01-01","9999-09-09",,,454,454,
"CS","INTERVAL",7700,"420455420455000","<455; 455>","455","1900-01-01","9999-09-09",,,455,455,
"CS","INTERVAL",7700,"420456420456000","<456; 456>","456","1900-01-01","9999-09-09",,,456,456,
"CS","INTERVAL",7700,"420457420457000","<457; 457>","457","1900-01-01","9999-09-09",,,457,457,
"CS","INTERVAL",7700,"420458420458000","<458; 458>","458","1900-01-01","9999-09-09",,,458,458,
"CS","INTERVAL",7700,"420459420459000","<459; 459>","459","1900-01-01","9999-09-09",,,459,459,
"CS","INTERVAL",7700,"420460420460000","<460; 460>","460","1900-01-01","9999-09-09",,,460,460,
"CS","INTERVAL",7700,"420461420461000","<461; 461>","461","1900-01-01","9999-09-09",,,461,461,
"CS","INTERVAL",7700,"420462420462000","<462; 462>","462","1900-01-01","9999-09-09",,,462,462,
"CS","INTERVAL",7700,"420463420463000","<463; 463>","463","1900-01-01","9999-09-09",,,463,463,
"CS","INTERVAL",7700,"420464420464000","<464; 464>","464","1900-01-01","9999-09-09",,,464,464,
"CS","INTERVAL",7700,"420465420465000","<465; 465>","465","1900-01-01","9999-09-09",,,465,465,
"CS","INTERVAL",7700,"420466420466000","<466; 466>","466","1900-01-01","9999-09-09",,,466,466,
"CS","INTERVAL",7700,"420467420467000","<467; 467>","467","1900-01-01","9999-09-09",,,467,467,
"CS","INTERVAL",7700,"420468420468000","<468; 468>","468","1900-01-01","9999-09-09",,,468,468,
"CS","INTERVAL",7700,"420469420469000","<469; 469>","469","1900-01-01","9999-09-09",,,469,469,
"CS","INTERVAL",7700,"420470420470000","<470; 470>","470","1900-01-01","9999-09-09",,,470,470,
"CS","INTERVAL",7700,"420471420471000","<471; 471>","471","1900-01-01","9999-09-09",,,471,471,
"CS","INTERVAL",7700,"420472420472000","<472; 472>","472","1900-01-01","9999-09-09",,,472,472,
"CS","INTERVAL",7700,"420473420473000","<473; 473>","473","1900-01-01","9999-09-09",,,473,473,
"CS","INTERVAL",7700,"420474420474000","<474; 474>","474","1900-01-01","9999-09-09",,,474,474,
"CS","INTERVAL",7700,"420475420475000","<475; 475>","475","1900-01-01","9999-09-09",,,475,475,
"CS","INTERVAL",7700,"420476420476000","<476; 476>","476","1900-01-01","9999-09-09",,,476,476,
"CS","INTERVAL",7700,"420477420477000","<477; 477>","477","1900-01-01","9999-09-09",,,477,477,
"CS","INTERVAL",7700,"420478420478000","<478; 478>","478","1900-01-01","9999-09-09",,,478,478,
"CS","INTERVAL",7700,"420479420479000","<479; 479>","479","1900-01-01","9999-09-09",,,479,479,
"CS","INTERVAL",7700,"420480420480000","<480; 480>","480","1900-01-01","9999-09-09",,,480,480,
"CS","INTERVAL",7700,"420481420481000","<481; 481>","481","1900-01-01","9999-09-09",,,481,481,
"CS","INTERVAL",7700,"420482420482000","<482; 482>","482","1900-01-01","9999-09-09",,,482,482,
"CS","INTERVAL",7700,"420483420483000","<483; 483>","483","1900-01-01","9999-09-09",,,483,483,
"CS","INTERVAL",7700,"420484420484000","<484; 484>","484","1900-01-01","9999-09-09",,,484,484,
"CS","INTERVAL",7700,"420485420485000","<485; 485>","485","1900-01-01","9999-09-09",,,485,485,
"CS","INTERVAL",7700,"420486420486000","<486; 486>","486","1900-01-01","9999-09-09",,,486,486,
"CS","INTERVAL",7700,"420487420487000","<487; 487>","487","1900-01-01","9999-09-09",,,487,487,
"CS","INTERVAL",7700,"420488420488000","<488; 488>","488","1900-01-01","9999-09-09",,,488,488,
"CS","INTERVAL",7700,"420489420489000","<489; 489>","489","1900-01-01","9999-09-09",,,489,489,
"CS","INTERVAL",7700,"420490420490000","<490; 490>","490","1900-01-01","9999-09-09",,,490,490,
"CS","INTERVAL",7700,"420491420491000","<491; 491>","491","1900-01-01","9999-09-09",,,491,491,
"CS","INTERVAL",7700,"420492420492000","<492; 492>","492","1900-01-01","9999-09-09",,,492,492,
"CS","INTERVAL",7700,"420493420493000","<493; 493>","493","1900-01-01","9999-09-09",,,493,493,
"CS","INTERVAL",7700,"420494420494000","<494; 494>","494","1900-01-01","9999-09-09",,,494,494,
"CS","INTERVAL",7700,"420495420495000","<495; 495>","495","1900-01-01","9999-09-09",,,495,495,
"CS","INTERVAL",7700,"420496420496000","<496; 496>","496","1900-01-01","9999-09-09",,,496,496,
"CS","INTERVAL",7700,"420497420497000","<497; 497>","497","1900-01-01","9999-09-09",,,497,497,
"CS","INTERVAL",7700,"420498420498000","<498; 498>","498","1900-01-01","9999-09-09",,,498,498,
"CS","INTERVAL",7700,"420499420499000","<499; 499>","499","1900-01-01","9999-09-09",,,499,499,
"CS","INTERVAL",7700,"420500420500000","<500; 500>","500","1900-01-01","9999-09-09",,,500,500,
"CS","INTERVAL",7700,"420500431000000","<500; 1 000>","500 až 1 000 (více nebo rovno 500 a méně nebo rovno 1 000)","1900-01-01","9999-09-09",,,500,1000,
"CS","INTERVAL",7700,"420500431999000","<500; 1 999>","500 až 1 999 (více nebo rovno 500 a méně nebo rovno 1 999)","1900-01-01","9999-09-09",,,500,1999,
"CS","INTERVAL",7700,"420500620600000","<500; 600)","500 až 600 (více nebo rovno 500 a méně než 600)","1900-01-01","9999-09-09",,600,500,,
"CS","INTERVAL",7700,"420500631000000","<500; 1 000)","500 až 1 000 (více nebo rovno 500 a méně než 1 000)","1900-01-01","9999-09-09",,1000,500,,"A"
"CS","INTERVAL",7700,"420500799999000","<500; N)","Od 500 (více nebo rovno 500)","1900-01-01","9999-09-09",,99999999999999999999,500,,
"CS","INTERVAL",7700,"420501420501000","<501; 501>","501","1900-01-01","9999-09-09",,,501,501,
"CS","INTERVAL",7700,"420501431000000","<501; 1 000>","501 až 1 000 (více nebo rovno 501 a méně nebo rovno 1 000)","1900-01-01","9999-09-09",,,501,1000,
"CS","INTERVAL",7700,"420502420502000","<502; 502>","502","1900-01-01","9999-09-09",,,502,502,
"CS","INTERVAL",7700,"420503420503000","<503; 503>","503","1900-01-01","9999-09-09",,,503,503,
"CS","INTERVAL",7700,"420504420504000","<504; 504>","504","1900-01-01","9999-09-09",,,504,504,
"CS","INTERVAL",7700,"420505420505000","<505; 505>","505","1900-01-01","9999-09-09",,,505,505,
"CS","INTERVAL",7700,"420506420506000","<506; 506>","506","1900-01-01","9999-09-09",,,506,506,
"CS","INTERVAL",7700,"420507420507000","<507; 507>","507","1900-01-01","9999-09-09",,,507,507,
"CS","INTERVAL",7700,"420508420508000","<508; 508>","508","1900-01-01","9999-09-09",,,508,508,
"CS","INTERVAL",7700,"420509420509000","<509; 509>","509","1900-01-01","9999-09-09",,,509,509,
"CS","INTERVAL",7700,"420510420510000","<510; 510>","510","1900-01-01","9999-09-09",,,510,510,
"CS","INTERVAL",7700,"420511420511000","<511; 511>","511","1900-01-01","9999-09-09",,,511,511,
"CS","INTERVAL",7700,"420512420512000","<512; 512>","512","1900-01-01","9999-09-09",,,512,512,
"CS","INTERVAL",7700,"420513420513000","<513; 513>","513","1900-01-01","9999-09-09",,,513,513,
"CS","INTERVAL",7700,"420514420514000","<514; 514>","514","1900-01-01","9999-09-09",,,514,514,
"CS","INTERVAL",7700,"420515420515000","<515; 515>","515","1900-01-01","9999-09-09",,,515,515,
"CS","INTERVAL",7700,"420516420516000","<516; 516>","516","1900-01-01","9999-09-09",,,516,516,
"CS","INTERVAL",7700,"420517420517000","<517; 517>","517","1900-01-01","9999-09-09",,,517,517,
"CS","INTERVAL",7700,"420518420518000","<518; 518>","518","1900-01-01","9999-09-09",,,518,518,
"CS","INTERVAL",7700,"420519420519000","<519; 519>","519","1900-01-01","9999-09-09",,,519,519,
"CS","INTERVAL",7700,"420520420520000","<520; 520>","520","1900-01-01","9999-09-09",,,520,520,
"CS","INTERVAL",7700,"420521420521000","<521; 521>","521","1900-01-01","9999-09-09",,,521,521,
"CS","INTERVAL",7700,"420522420522000","<522; 522>","522","1900-01-01","9999-09-09",,,522,522,
"CS","INTERVAL",7700,"420523420523000","<523; 523>","523","1900-01-01","9999-09-09",,,523,523,
"CS","INTERVAL",7700,"420524420524000","<524; 524>","524","1900-01-01","9999-09-09",,,524,524,
"CS","INTERVAL",7700,"420525420525000","<525; 525>","525","1900-01-01","9999-09-09",,,525,525,
"CS","INTERVAL",7700,"420526420526000","<526; 526>","526","1900-01-01","9999-09-09",,,526,526,
"CS","INTERVAL",7700,"420527420527000","<527; 527>","527","1900-01-01","9999-09-09",,,527,527,
"CS","INTERVAL",7700,"420528420528000","<528; 528>","528","1900-01-01","9999-09-09",,,528,528,
"CS","INTERVAL",7700,"420529420529000","<529; 529>","529","1900-01-01","9999-09-09",,,529,529,
"CS","INTERVAL",7700,"420530420530000","<530; 530>","530","1900-01-01","9999-09-09",,,530,530,
"CS","INTERVAL",7700,"420531420531000","<531; 531>","531","1900-01-01","9999-09-09",,,531,531,
"CS","INTERVAL",7700,"420532420532000","<532; 532>","532","1900-01-01","9999-09-09",,,532,532,
"CS","INTERVAL",7700,"420533420533000","<533; 533>","533","1900-01-01","9999-09-09",,,533,533,
"CS","INTERVAL",7700,"420534420534000","<534; 534>","534","1900-01-01","9999-09-09",,,534,534,
"CS","INTERVAL",7700,"420535420535000","<535; 535>","535","1900-01-01","9999-09-09",,,535,535,
"CS","INTERVAL",7700,"420536420536000","<536; 536>","536","1900-01-01","9999-09-09",,,536,536,
"CS","INTERVAL",7700,"420537420537000","<537; 537>","537","1900-01-01","9999-09-09",,,537,537,
"CS","INTERVAL",7700,"420538420538000","<538; 538>","538","1900-01-01","9999-09-09",,,538,538,
"CS","INTERVAL",7700,"420539420539000","<539; 539>","539","1900-01-01","9999-09-09",,,539,539,
"CS","INTERVAL",7700,"420540420540000","<540; 540>","540","1900-01-01","9999-09-09",,,540,540,
"CS","INTERVAL",7700,"420541420541000","<541; 541>","541","1900-01-01","9999-09-09",,,541,541,
"CS","INTERVAL",7700,"420542420542000","<542; 542>","542","1900-01-01","9999-09-09",,,542,542,
"CS","INTERVAL",7700,"420543420543000","<543; 543>","543","1900-01-01","9999-09-09",,,543,543,
"CS","INTERVAL",7700,"420544420544000","<544; 544>","544","1900-01-01","9999-09-09",,,544,544,
"CS","INTERVAL",7700,"420545420545000","<545; 545>","545","1900-01-01","9999-09-09",,,545,545,
"CS","INTERVAL",7700,"420546420546000","<546; 546>","546","1900-01-01","9999-09-09",,,546,546,
"CS","INTERVAL",7700,"420547420547000","<547; 547>","547","1900-01-01","9999-09-09",,,547,547,
"CS","INTERVAL",7700,"420548420548000","<548; 548>","548","1900-01-01","9999-09-09",,,548,548,
"CS","INTERVAL",7700,"420549420549000","<549; 549>","549","1900-01-01","9999-09-09",,,549,549,
"CS","INTERVAL",7700,"420550420550000","<550; 550>","550","1900-01-01","9999-09-09",,,550,550,
"CS","INTERVAL",7700,"420551420551000","<551; 551>","551","1900-01-01","9999-09-09",,,551,551,
"CS","INTERVAL",7700,"420552420552000","<552; 552>","552","1900-01-01","9999-09-09",,,552,552,
"CS","INTERVAL",7700,"420553420553000","<553; 553>","553","1900-01-01","9999-09-09",,,553,553,
"CS","INTERVAL",7700,"420554420554000","<554; 554>","554","1900-01-01","9999-09-09",,,554,554,
"CS","INTERVAL",7700,"420555420555000","<555; 555>","555","1900-01-01","9999-09-09",,,555,555,
"CS","INTERVAL",7700,"420556420556000","<556; 556>","556","1900-01-01","9999-09-09",,,556,556,
"CS","INTERVAL",7700,"420557420557000","<557; 557>","557","1900-01-01","9999-09-09",,,557,557,
"CS","INTERVAL",7700,"420558420558000","<558; 558>","558","1900-01-01","9999-09-09",,,558,558,
"CS","INTERVAL",7700,"420559420559000","<559; 559>","559","1900-01-01","9999-09-09",,,559,559,
"CS","INTERVAL",7700,"420560420560000","<560; 560>","560","1900-01-01","9999-09-09",,,560,560,
"CS","INTERVAL",7700,"420561420561000","<561; 561>","561","1900-01-01","9999-09-09",,,561,561,
"CS","INTERVAL",7700,"420562420562000","<562; 562>","562","1900-01-01","9999-09-09",,,562,562,
"CS","INTERVAL",7700,"420563420563000","<563; 563>","563","1900-01-01","9999-09-09",,,563,563,
"CS","INTERVAL",7700,"420564420564000","<564; 564>","564","1900-01-01","9999-09-09",,,564,564,
"CS","INTERVAL",7700,"420565420565000","<565; 565>","565","1900-01-01","9999-09-09",,,565,565,
"CS","INTERVAL",7700,"420566420566000","<566; 566>","566","1900-01-01","9999-09-09",,,566,566,
"CS","INTERVAL",7700,"420567420567000","<567; 567>","567","1900-01-01","9999-09-09",,,567,567,
"CS","INTERVAL",7700,"420568420568000","<568; 568>","568","1900-01-01","9999-09-09",,,568,568,
"CS","INTERVAL",7700,"420569420569000","<569; 569>","569","1900-01-01","9999-09-09",,,569,569,
"CS","INTERVAL",7700,"420570420570000","<570; 570>","570","1900-01-01","9999-09-09",,,570,570,
"CS","INTERVAL",7700,"420571420571000","<571; 571>","571","1900-01-01","9999-09-09",,,571,571,
"CS","INTERVAL",7700,"420572420572000","<572; 572>","572","1900-01-01","9999-09-09",,,572,572,
"CS","INTERVAL",7700,"420573420573000","<573; 573>","573","1900-01-01","9999-09-09",,,573,573,
"CS","INTERVAL",7700,"420574420574000","<574; 574>","574","1900-01-01","9999-09-09",,,574,574,
"CS","INTERVAL",7700,"420575420575000","<575; 575>","575","1900-01-01","9999-09-09",,,575,575,
"CS","INTERVAL",7700,"420576420576000","<576; 576>","576","1900-01-01","9999-09-09",,,576,576,
"CS","INTERVAL",7700,"420577420577000","<577; 577>","577","1900-01-01","9999-09-09",,,577,577,
"CS","INTERVAL",7700,"420578420578000","<578; 578>","578","1900-01-01","9999-09-09",,,578,578,
"CS","INTERVAL",7700,"420579420579000","<579; 579>","579","1900-01-01","9999-09-09",,,579,579,
"CS","INTERVAL",7700,"420580420580000","<580; 580>","580","1900-01-01","9999-09-09",,,580,580,
"CS","INTERVAL",7700,"420581420581000","<581; 581>","581","1900-01-01","9999-09-09",,,581,581,
"CS","INTERVAL",7700,"420582420582000","<582; 582>","582","1900-01-01","9999-09-09",,,582,582,
"CS","INTERVAL",7700,"420583420583000","<583; 583>","583","1900-01-01","9999-09-09",,,583,583,
"CS","INTERVAL",7700,"420584420584000","<584; 584>","584","1900-01-01","9999-09-09",,,584,584,
"CS","INTERVAL",7700,"420585420585000","<585; 585>","585","1900-01-01","9999-09-09",,,585,585,
"CS","INTERVAL",7700,"420586420586000","<586; 586>","586","1900-01-01","9999-09-09",,,586,586,
"CS","INTERVAL",7700,"420587420587000","<587; 587>","587","1900-01-01","9999-09-09",,,587,587,
"CS","INTERVAL",7700,"420588420588000","<588; 588>","588","1900-01-01","9999-09-09",,,588,588,
"CS","INTERVAL",7700,"420589420589000","<589; 589>","589","1900-01-01","9999-09-09",,,589,589,
"CS","INTERVAL",7700,"420590420590000","<590; 590>","590","1900-01-01","9999-09-09",,,590,590,
"CS","INTERVAL",7700,"420591420591000","<591; 591>","591","1900-01-01","9999-09-09",,,591,591,
"CS","INTERVAL",7700,"420592420592000","<592; 592>","592","1900-01-01","9999-09-09",,,592,592,
"CS","INTERVAL",7700,"420593420593000","<593; 593>","593","1900-01-01","9999-09-09",,,593,593,
"CS","INTERVAL",7700,"420594420594000","<594; 594>","594","1900-01-01","9999-09-09",,,594,594,
"CS","INTERVAL",7700,"420595420595000","<595; 595>","595","1900-01-01","9999-09-09",,,595,595,
"CS","INTERVAL",7700,"420596420596000","<596; 596>","596","1900-01-01","9999-09-09",,,596,596,
"CS","INTERVAL",7700,"420597420597000","<597; 597>","597","1900-01-01","9999-09-09",,,597,597,
"CS","INTERVAL",7700,"420598420598000","<598; 598>","598","1900-01-01","9999-09-09",,,598,598,
"CS","INTERVAL",7700,"420599420599000","<599; 599>","599","1900-01-01","9999-09-09",,,599,599,
"CS","INTERVAL",7700,"420600420600000","<600; 600>","600","1900-01-01","9999-09-09",,,600,600,
"CS","INTERVAL",7700,"420600620700000","<600; 700)","600 až 700 (více nebo rovno 600 a méně než 700)","1900-01-01","9999-09-09",,700,600,,
"CS","INTERVAL",7700,"420600631000000","<600; 1 000)","600 až 1 000 (více nebo rovno 600 a méně než 1 000)","1900-01-01","9999-09-09",,1000,600,,
"CS","INTERVAL",7700,"420600631200000","<600; 1 200)","600 až 1 200 (více nebo rovno 600 a méně než 1 200)","1900-01-01","9999-09-09",,1200,600,,
"CS","INTERVAL",7700,"420601420601000","<601; 601>","601","1900-01-01","9999-09-09",,,601,601,
"CS","INTERVAL",7700,"420602420602000","<602; 602>","602","1900-01-01","9999-09-09",,,602,602,
"CS","INTERVAL",7700,"420603420603000","<603; 603>","603","1900-01-01","9999-09-09",,,603,603,
"CS","INTERVAL",7700,"420604420604000","<604; 604>","604","1900-01-01","9999-09-09",,,604,604,
"CS","INTERVAL",7700,"420605420605000","<605; 605>","605","1900-01-01","9999-09-09",,,605,605,
"CS","INTERVAL",7700,"420606420606000","<606; 606>","606","1900-01-01","9999-09-09",,,606,606,
"CS","INTERVAL",7700,"420607420607000","<607; 607>","607","1900-01-01","9999-09-09",,,607,607,
"CS","INTERVAL",7700,"420608420608000","<608; 608>","608","1900-01-01","9999-09-09",,,608,608,
"CS","INTERVAL",7700,"420609420609000","<609; 609>","609","1900-01-01","9999-09-09",,,609,609,
"CS","INTERVAL",7700,"420610420610000","<610; 610>","610","1900-01-01","9999-09-09",,,610,610,
"CS","INTERVAL",7700,"420611420611000","<611; 611>","611","1900-01-01","9999-09-09",,,611,611,
"CS","INTERVAL",7700,"420612420612000","<612; 612>","612","1900-01-01","9999-09-09",,,612,612,
"CS","INTERVAL",7700,"420613420613000","<613; 613>","613","1900-01-01","9999-09-09",,,613,613,
"CS","INTERVAL",7700,"420614420614000","<614; 614>","614","1900-01-01","9999-09-09",,,614,614,
"CS","INTERVAL",7700,"420615420615000","<615; 615>","615","1900-01-01","9999-09-09",,,615,615,
"CS","INTERVAL",7700,"420616420616000","<616; 616>","616","1900-01-01","9999-09-09",,,616,616,
"CS","INTERVAL",7700,"420617420617000","<617; 617>","617","1900-01-01","9999-09-09",,,617,617,
"CS","INTERVAL",7700,"420618420618000","<618; 618>","618","1900-01-01","9999-09-09",,,618,618,
"CS","INTERVAL",7700,"420619420619000","<619; 619>","619","1900-01-01","9999-09-09",,,619,619,
"CS","INTERVAL",7700,"420620420620000","<620; 620>","620","1900-01-01","9999-09-09",,,620,620,
"CS","INTERVAL",7700,"420621420621000","<621; 621>","621","1900-01-01","9999-09-09",,,621,621,
"CS","INTERVAL",7700,"420622420622000","<622; 622>","622","1900-01-01","9999-09-09",,,622,622,
"CS","INTERVAL",7700,"420623420623000","<623; 623>","623","1900-01-01","9999-09-09",,,623,623,
"CS","INTERVAL",7700,"420624420624000","<624; 624>","624","1900-01-01","9999-09-09",,,624,624,
"CS","INTERVAL",7700,"420625420625000","<625; 625>","625","1900-01-01","9999-09-09",,,625,625,
"CS","INTERVAL",7700,"420626420626000","<626; 626>","626","1900-01-01","9999-09-09",,,626,626,
"CS","INTERVAL",7700,"420627420627000","<627; 627>","627","1900-01-01","9999-09-09",,,627,627,
"CS","INTERVAL",7700,"420628420628000","<628; 628>","628","1900-01-01","9999-09-09",,,628,628,
"CS","INTERVAL",7700,"420629420629000","<629; 629>","629","1900-01-01","9999-09-09",,,629,629,
"CS","INTERVAL",7700,"420630420630000","<630; 630>","630","1900-01-01","9999-09-09",,,630,630,
"CS","INTERVAL",7700,"420631420631000","<631; 631>","631","1900-01-01","9999-09-09",,,631,631,
"CS","INTERVAL",7700,"420632420632000","<632; 632>","632","1900-01-01","9999-09-09",,,632,632,
"CS","INTERVAL",7700,"420633420633000","<633; 633>","633","1900-01-01","9999-09-09",,,633,633,
"CS","INTERVAL",7700,"420634420634000","<634; 634>","634","1900-01-01","9999-09-09",,,634,634,
"CS","INTERVAL",7700,"420635420635000","<635; 635>","635","1900-01-01","9999-09-09",,,635,635,
"CS","INTERVAL",7700,"420636420636000","<636; 636>","636","1900-01-01","9999-09-09",,,636,636,
"CS","INTERVAL",7700,"420637420637000","<637; 637>","637","1900-01-01","9999-09-09",,,637,637,
"CS","INTERVAL",7700,"420638420638000","<638; 638>","638","1900-01-01","9999-09-09",,,638,638,
"CS","INTERVAL",7700,"420639420639000","<639; 639>","639","1900-01-01","9999-09-09",,,639,639,
"CS","INTERVAL",7700,"420640420640000","<640; 640>","640","1900-01-01","9999-09-09",,,640,640,
"CS","INTERVAL",7700,"420641420641000","<641; 641>","641","1900-01-01","9999-09-09",,,641,641,
"CS","INTERVAL",7700,"420642420642000","<642; 642>","642","1900-01-01","9999-09-09",,,642,642,
"CS","INTERVAL",7700,"420643420643000","<643; 643>","643","1900-01-01","9999-09-09",,,643,643,
"CS","INTERVAL",7700,"420644420644000","<644; 644>","644","1900-01-01","9999-09-09",,,644,644,
"CS","INTERVAL",7700,"420645420645000","<645; 645>","645","1900-01-01","9999-09-09",,,645,645,
"CS","INTERVAL",7700,"420646420646000","<646; 646>","646","1900-01-01","9999-09-09",,,646,646,
"CS","INTERVAL",7700,"420647420647000","<647; 647>","647","1900-01-01","9999-09-09",,,647,647,
"CS","INTERVAL",7700,"420648420648000","<648; 648>","648","1900-01-01","9999-09-09",,,648,648,
"CS","INTERVAL",7700,"420649420649000","<649; 649>","649","1900-01-01","9999-09-09",,,649,649,
"CS","INTERVAL",7700,"420650420650000","<650; 650>","650","1900-01-01","9999-09-09",,,650,650,
"CS","INTERVAL",7700,"420651420651000","<651; 651>","651","1900-01-01","9999-09-09",,,651,651,
"CS","INTERVAL",7700,"420652420652000","<652; 652>","652","1900-01-01","9999-09-09",,,652,652,
"CS","INTERVAL",7700,"420653420653000","<653; 653>","653","1900-01-01","9999-09-09",,,653,653,
"CS","INTERVAL",7700,"420654420654000","<654; 654>","654","1900-01-01","9999-09-09",,,654,654,
"CS","INTERVAL",7700,"420655420655000","<655; 655>","655","1900-01-01","9999-09-09",,,655,655,
"CS","INTERVAL",7700,"420656420656000","<656; 656>","656","1900-01-01","9999-09-09",,,656,656,
"CS","INTERVAL",7700,"420657420657000","<657; 657>","657","1900-01-01","9999-09-09",,,657,657,
"CS","INTERVAL",7700,"420658420658000","<658; 658>","658","1900-01-01","9999-09-09",,,658,658,
"CS","INTERVAL",7700,"420659420659000","<659; 659>","659","1900-01-01","9999-09-09",,,659,659,
"CS","INTERVAL",7700,"420660420660000","<660; 660>","660","1900-01-01","9999-09-09",,,660,660,
"CS","INTERVAL",7700,"420661420661000","<661; 661>","661","1900-01-01","9999-09-09",,,661,661,
"CS","INTERVAL",7700,"420662420662000","<662; 662>","662","1900-01-01","9999-09-09",,,662,662,
"CS","INTERVAL",7700,"420663420663000","<663; 663>","663","1900-01-01","9999-09-09",,,663,663,
"CS","INTERVAL",7700,"420664420664000","<664; 664>","664","1900-01-01","9999-09-09",,,664,664,
"CS","INTERVAL",7700,"420665420665000","<665; 665>","665","1900-01-01","9999-09-09",,,665,665,
"CS","INTERVAL",7700,"420666420666000","<666; 666>","666","1900-01-01","9999-09-09",,,666,666,
"CS","INTERVAL",7700,"420667420667000","<667; 667>","667","1900-01-01","9999-09-09",,,667,667,
"CS","INTERVAL",7700,"420668420668000","<668; 668>","668","1900-01-01","9999-09-09",,,668,668,
"CS","INTERVAL",7700,"420669420669000","<669; 669>","669","1900-01-01","9999-09-09",,,669,669,
"CS","INTERVAL",7700,"420670420670000","<670; 670>","670","1900-01-01","9999-09-09",,,670,670,
"CS","INTERVAL",7700,"420671420671000","<671; 671>","671","1900-01-01","9999-09-09",,,671,671,
"CS","INTERVAL",7700,"420672420672000","<672; 672>","672","1900-01-01","9999-09-09",,,672,672,
"CS","INTERVAL",7700,"420673420673000","<673; 673>","673","1900-01-01","9999-09-09",,,673,673,
